"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2003","2003",,,"0","Units",,,27.0311645220541,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2004","2004",,,"0","Units",,,27.1896673395414,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2005","2005",,,"0","Units",,,27.6320704720433,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2006","2006",,,"0","Units",,,27.7163947407815,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2007","2007",,,"0","Units",,,27.6487700792047,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2008","2008",,,"0","Units",,,28.4092009145233,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2009","2009",,,"0","Units",,,30.6777072326575,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2010","2010",,,"0","Units",,,30.5905618179206,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2011","2011",,,"0","Units",,,30.0346957479159,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2012","2012",,,"0","Units",,,30.7305991266159,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2013","2013",,,"0","Units",,,31.3540622078125,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2014","2014",,,"0","Units",,,31.5230870465115,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2015","2015",,,"0","Units",,,31.2808284608047,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2016","2016",,,"0","Units",,,30.9133968981385,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2017","2017",,,"0","Units",,,30.681988894752,,
"ITA","Italy","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2018","2018",,,"0","Units",,,30.8360674258665,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2000","2000",,,"0","Units",,,9.93071464946638,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2001","2001",,,"0","Units",,,10.0260976639904,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2002","2002",,,"0","Units",,,9.53652497536399,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2003","2003",,,"0","Units",,,9.20450969778306,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2004","2004",,,"0","Units",,,8.79586308042868,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2005","2005",,,"0","Units",,,8.72724538849607,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2006","2006",,,"0","Units",,,8.44909573519313,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2007","2007",,,"0","Units",,,8.57326155844227,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2008","2008",,,"0","Units",,,8.88392175526918,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2009","2009",,,"0","Units",,,8.57701450900556,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2010","2010",,,"0","Units",,,8.32781504934982,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2011","2011",,,"0","Units",,,8.56056036445162,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2012","2012",,,"0","Units",,,9.39796003756357,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2013","2013",,,"0","Units",,,9.10881727404683,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2014","2014",,,"0","Units",,,9.00287034278374,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2015","2015",,,"0","Units",,,8.457855750072,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2016","2016",,,"0","Units",,,7.92371868312913,,
"ITA","Italy","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2017","2017",,,"0","Units",,,8.1756114674147,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2000","2000",,,"0","Units",,,1.15003530718135,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2001","2001",,,"0","Units",,,1.15406213704592,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2002","2002",,,"0","Units",,,1.13531474574641,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2003","2003",,,"0","Units",,,1.24159637641101,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2004","2004",,,"0","Units",,,1.27668297450632,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2005","2005",,,"0","Units",,,1.21109560116948,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2006","2006",,,"0","Units",,,1.16863486321431,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2007","2007",,,"0","Units",,,1.15423508223537,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2008","2008",,,"0","Units",,,1.26103543863717,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2009","2009",,,"0","Units",,,1.42623876240139,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2010","2010",,,"0","Units",,,1.32139659691452,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2011","2011",,,"0","Units",,,1.33450351760641,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2012","2012",,,"0","Units",,,1.27195470056066,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2013","2013",,,"0","Units",,,1.18403406807345,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2014","2014",,,"0","Units",,,1.20438231643914,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2015","2015",,,"0","Units",,,1.19624566623493,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2016","2016",,,"0","Units",,,1.29664391084515,,
"ITA","Italy","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2017","2017",,,"0","Units",,,1.29241861163848,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2000","2000",,,"0","Units",,,1.95986931945136,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2001","2001",,,"0","Units",,,1.86035740357422,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2002","2002",,,"0","Units",,,1.94851486207921,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2003","2003",,,"0","Units",,,2.00990918592926,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2004","2004",,,"0","Units",,,1.92175620098474,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2005","2005",,,"0","Units",,,1.9608981654674,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2006","2006",,,"0","Units",,,1.89050712785896,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2007","2007",,,"0","Units",,,1.85784754355066,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2008","2008",,,"0","Units",,,1.81821434637045,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2009","2009",,,"0","Units",,,2.04408694556979,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2010","2010",,,"0","Units",,,2.02160840553326,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2011","2011",,,"0","Units",,,1.98178535831255,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2012","2012",,,"0","Units",,,1.95076444353532,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2013","2013",,,"0","Units",,,1.94727767203659,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2014","2014",,,"0","Units",,,1.89323498828975,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2015","2015",,,"0","Units",,,1.88065338510951,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2016","2016",,,"0","Units",,,1.85035838051773,,
"ITA","Italy","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2017","2017",,,"0","Units",,,1.84029989900899,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2000","2000",,,"0","Units",,,3.92199804029207,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2001","2001",,,"0","Units",,,4.6357267150064,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2002","2002",,,"0","Units",,,4.52565481408673,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2003","2003",,,"0","Units",,,4.36194587281198,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2004","2004",,,"0","Units",,,4.18872979813689,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2005","2005",,,"0","Units",,,4.20345895938547,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2006","2006",,,"0","Units",,,5.07254435239249,,
"ITA","Italy","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2007","2007",,,"0","Units",,,4.17899205169542,,
