"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2014","2014",,,"0","Units",,,0.90710382557531,,
"LUX","Luxembourg","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2015","2015",,,"0","Units",,,0.917527064382578,,
"LUX","Luxembourg","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2016","2016",,,"0","Units",,,0.844248473088621,,
"LUX","Luxembourg","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2017","2017",,,"0","Units",,,0.993555497017625,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2000","2000",,,"0","Units",,,0.75829465204475,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2001","2001",,,"0","Units",,,0.795854673630174,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2002","2002",,,"0","Units",,,1.0296990469426,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2003","2003",,,"0","Units",,,0.824735496962516,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2004","2004",,,"0","Units",,,0.768125862387556,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2005","2005",,,"0","Units",,,0.741932347331295,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2006","2006",,,"0","Units",,,0.773238757357814,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2007","2007",,,"0","Units",,,0.607925937288413,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2008","2008",,,"0","Units",,,0.677156068304771,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2009","2009",,,"0","Units",,,0.852081335838094,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2010","2010",,,"0","Units",,,0.803528076640908,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2011","2011",,,"0","Units",,,0.787565824123752,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2012","2012",,,"0","Units",,,0.755915129399318,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2013","2013",,,"0","Units",,,0.522671612376547,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2014","2014",,,"0","Units",,,0.578008741320988,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2015","2015",,,"0","Units",,,0.531419267506106,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2016","2016",,,"0","Units",,,0.524942035187945,,
"LUX","Luxembourg","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2017","2017",,,"0","Units",,,0.559047889454523,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2000","2000",,,"0","Units",,,3.67470255642051,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2001","2001",,,"0","Units",,,4.38054498566544,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2002","2002",,,"0","Units",,,4.24934162421715,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2003","2003",,,"0","Units",,,4.52626968522353,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2004","2004",,,"0","Units",,,4.87139565583981,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2005","2005",,,"0","Units",,,5.07128624250109,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2006","2006",,,"0","Units",,,4.54679296844324,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2007","2007",,,"0","Units",,,4.2925456235613,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2008","2008",,,"0","Units",,,4.40244550406951,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2009","2009",,,"0","Units",,,5.07230034673087,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2010","2010",,,"0","Units",,,4.86328125583344,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2011","2011",,,"0","Units",,,4.65631062976863,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2012","2012",,,"0","Units",,,4.85572040956114,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2013","2013",,,"0","Units",,,5.1959631445975,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2014","2014",,,"0","Units",,,4.96468545016783,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2015","2015",,,"0","Units",,,4.7740489029808,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2016","2016",,,"0","Units",,,4.73875517916168,,
"LUX","Luxembourg","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2017","2017",,,"0","Units",,,4.88099531392551,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2000","2000",,,"0","Units",,,1.03503472076138,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2001","2001",,,"0","Units",,,1.08464067365508,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2002","2002",,,"0","Units",,,1.17148191106883,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2003","2003",,,"0","Units",,,1.31568948735269,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2004","2004",,,"0","Units",,,1.307009576265,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2005","2005",,,"0","Units",,,1.63550779460185,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2006","2006",,,"0","Units",,,1.14131247385084,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2007","2007",,,"0","Units",,,1.24369026697987,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2008","2008",,,"0","Units",,,1.18126609537344,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2009","2009",,,"0","Units",,,1.35840268568292,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2010","2010",,,"0","Units",,,1.22500448755149,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2011","2011",,,"0","Units",,,1.111673659967,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2012","2012",,,"0","Units",,,1.18572922006991,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2013","2013",,,"0","Units",,,1.26842060441002,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2014","2014",,,"0","Units",,,1.19146188825234,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2015","2015",,,"0","Units",,,1.14523663376818,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2016","2016",,,"0","Units",,,1.21786702248885,,
"LUX","Luxembourg","TLYCG080GS13S","General government expenditure by function, recreation, culture and religion, percentage of GDP","2017","2017",,,"0","Units",,,1.284896934734,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2000","2000",,,"0","Units",,,4.31133036754521,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2001","2001",,,"0","Units",,,4.49218927467726,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2002","2002",,,"0","Units",,,4.68493141841721,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2003","2003",,,"0","Units",,,4.98186368532816,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2004","2004",,,"0","Units",,,5.04543927327518,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2005","2005",,,"0","Units",,,5.01601010154826,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2006","2006",,,"0","Units",,,4.62860684660297,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2007","2007",,,"0","Units",,,4.47945285912528,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2008","2008",,,"0","Units",,,4.84560387914777,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2009","2009",,,"0","Units",,,5.50508854038362,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2010","2010",,,"0","Units",,,5.73801778952025,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2011","2011",,,"0","Units",,,5.57041519580631,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2012","2012",,,"0","Units",,,5.78761901922817,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2013","2013",,,"0","Units",,,5.11862907950097,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2014","2014",,,"0","Units",,,4.70065874812688,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2015","2015",,,"0","Units",,,4.65033542811919,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2016","2016",,,"0","Units",,,4.55056699593126,,
"LUX","Luxembourg","TLYCG090GS13S","General government expenditure by function, education, percentage of GDP","2017","2017",,,"0","Units",,,4.68195148021288,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2000","2000",,,"0","Units",,,15.3518595940392,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2001","2001",,,"0","Units",,,15.953438862847,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2002","2002",,,"0","Units",,,16.8252983666558,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2003","2003",,,"0","Units",,,17.7767959801113,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2004","2004",,,"0","Units",,,17.706557592651,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2005","2005",,,"0","Units",,,17.8042119087451,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2006","2006",,,"0","Units",,,16.6811280435998,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2007","2007",,,"0","Units",,,15.7287992957075,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2008","2008",,,"0","Units",,,16.8296323432545,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2009","2009",,,"0","Units",,,19.20483749186,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2010","2010",,,"0","Units",,,18.5282862093137,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2011","2011",,,"0","Units",,,17.9277272423362,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2012","2012",,,"0","Units",,,18.6984544715004,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2013","2013",,,"0","Units",,,18.6157030303082,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2014","2014",,,"0","Units",,,18.1094018272856,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2015","2015",,,"0","Units",,,18.3467025056389,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2016","2016",,,"0","Units",,,18.0100462585353,,
"LUX","Luxembourg","TLYCG100GS13S","General government expenditure by function, social protection, percentage of GDP","2017","2017",,,"0","Units",,,18.4448190076355,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2000","2000",,,"0","Units",,,1096.78084865958,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2001","2001",,,"0","Units",,,1116.30525606187,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2002","2002",,,"0","Units",,,1137.59596659628,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2003","2003",,,"0","Units",,,1183.62267667376,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2004","2004",,,"0","Units",,,1263.14248727188,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2005","2005",,,"0","Units",,,1341.77545566085,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2006","2006",,,"0","Units",,,1485.20963156963,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2007","2007",,,"0","Units",,,1560.05390974454,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2008","2008",,,"0","Units",,,1653.89819040431,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2009","2009",,,"0","Units",,,1637.27679028184,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2010","2010",,,"0","Units",,,1741.12942030211,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2011","2011",,,"0","Units",,,1911.31909632146,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2012","2012",,,"0","Units",,,2012.76778141937,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2013","2013",,,"0","Units",,,2064.49094745577,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2014","2014",,,"0","Units",,,2171.92677076478,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2015","2015",,,"0","Units",,,2228.16387500553,,
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2016","2016",,,"0","Units",,,2316.42798283547,"E","Estimated value"
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2017","2017",,,"0","Units",,,2424.69973223058,"E","Estimated value"
"MEX","Mexico","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2018","2018",,,"0","Units",,,2509.67262224421,"E","Estimated value"
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2003","2003",,,"0","Units",,,21.1911902781313,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2004","2004",,,"0","Units",,,21.0690153066867,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2005","2005",,,"0","Units",,,21.1770830116292,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2006","2006",,,"0","Units",,,21.9412901581893,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2007","2007",,,"0","Units",,,21.5921008029628,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2008","2008",,,"0","Units",,,25.0282332558864,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2009","2009",,,"0","Units",,,25.4688929992477,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2010","2010",,,"0","Units",,,25.4426799834616,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2011","2011",,,"0","Units",,,28.7927568620434,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2012","2012",,,"0","Units",,,28.5251520121827,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2013","2013",,,"0","Units",,,28.4408768530835,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2014","2014",,,"0","Units",,,28.0523348550497,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2015","2015",,,"0","Units",,,28.2191677265762,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2016","2016",,,"0","Units",,,25.9032685209339,,
"MEX","Mexico","TES13S","Total expenditure of general government, percentage of GDP","2017","2017",,,"0","Units",,,26.3402735331205,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2003","2003",,,"0","Units",,,19.8686665812612,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2004","2004",,,"0","Units",,,20.2164829833248,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2005","2005",,,"0","Units",,,20.4558737902395,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2006","2006",,,"0","Units",,,20.9704203520123,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2007","2007",,,"0","Units",,,20.881485152755,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2008","2008",,,"0","Units",,,24.0934772639395,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2009","2009",,,"0","Units",,,22.388513502058,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2010","2010",,,"0","Units",,,22.4711270943081,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2011","2011",,,"0","Units",,,23.4955621115798,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2012","2012",,,"0","Units",,,23.7982458256605,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2013","2013",,,"0","Units",,,23.8939988977376,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2014","2014",,,"0","Units",,,23.8402295750429,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2015","2015",,,"0","Units",,,23.0590445509593,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2016","2016",,,"0","Units",,,23.8046465571624,,
"MEX","Mexico","TRS13S","Total general government (GG) revenue, percentage of GDP","2017","2017",,,"0","Units",,,23.700706921103,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2003","2003",,,"0","Units",,,7.02629199850454,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2004","2004",,,"0","Units",,,6.64292049899744,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2005","2005",,,"0","Units",,,6.72934184543699,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2006","2006",,,"0","Units",,,6.59397370175553,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2007","2007",,,"0","Units",,,6.67869864204695,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2008","2008",,,"0","Units",,,6.98059840790069,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2009","2009",,,"0","Units",,,7.76497008909944,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2010","2010",,,"0","Units",,,7.71815791071844,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2011","2011",,,"0","Units",,,7.88176530398852,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2012","2012",,,"0","Units",,,8.0312542166067,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2013","2013",,,"0","Units",,,8.38713098558146,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2014","2014",,,"0","Units",,,8.4192936274766,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2015","2015",,,"0","Units",,,8.6163822375395,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2016","2016",,,"0","Units",,,8.47960279320994,,
"MEX","Mexico","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2017","2017",,,"0","Units",,,8.34674382393152,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2000","2000",,,"0","Units",,,507.629390992772,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2001","2001",,,"0","Units",,,532.637653791315,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2002","2002",,,"0","Units",,,556.285464902309,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2003","2003",,,"0","Units",,,553.474214936231,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2004","2004",,,"0","Units",,,582.515721599514,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2005","2005",,,"0","Units",,,614.044119743756,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2006","2006",,,"0","Units",,,669.720028875551,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2007","2007",,,"0","Units",,,719.102645470239,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2008","2008",,,"0","Units",,,763.40757450901,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2009","2009",,,"0","Units",,,736.694492809631,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2010","2010",,,"0","Units",,,748.362360008185,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2011","2011",,,"0","Units",,,777.880907319265,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2012","2012",,,"0","Units",,,792.041827624042,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2013","2013",,,"0","Units",,,827.47578789229,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2014","2014",,,"0","Units",,,830.318429837928,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2015","2015",,,"0","Units",,,852.113264866909,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2016","2016",,,"0","Units",,,874.311872853863,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2017","2017",,,"0","Units",,,933.708218002119,,
"NLD","Netherlands","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2018","2018",,,"0","Units",,,970.604453042781,"E","Estimated value"
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2000","2000",,,"0","Units",,,42.1770016836022,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2001","2001",,,"0","Units",,,42.8825788939593,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2002","2002",,,"0","Units",,,43.5808970401307,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2003","2003",,,"0","Units",,,44.5394980597102,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2004","2004",,,"0","Units",,,43.4712046039381,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2005","2005",,,"0","Units",,,42.243452783985,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2006","2006",,,"0","Units",,,42.9671916324806,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2007","2007",,,"0","Units",,,42.3376455577628,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2008","2008",,,"0","Units",,,43.1081369225492,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2009","2009",,,"0","Units",,,47.5833890807596,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2010","2010",,,"0","Units",,,47.8636142474737,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2011","2011",,,"0","Units",,,46.7926176158091,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2012","2012",,,"0","Units",,,46.752051408496,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2013","2013",,,"0","Units",,,46.5217582211267,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2014","2014",,,"0","Units",,,45.7415569718268,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2015","2015",,,"0","Units",,,44.6119465281562,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2016","2016",,,"0","Units",,,43.5802449963788,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2017","2017",,,"0","Units",,,42.4394361007172,,
"NLD","Netherlands","TES13S","Total expenditure of general government, percentage of GDP","2018","2018",,,"0","Units",,,42.1220377784582,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2000","2000",,,"0","Units",,,43.3424703599723,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2001","2001",,,"0","Units",,,42.4069427929302,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2002","2002",,,"0","Units",,,41.4517387460914,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2003","2003",,,"0","Units",,,41.3972036426747,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2004","2004",,,"0","Units",,,41.6459154408014,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2005","2005",,,"0","Units",,,41.846998364444,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2006","2006",,,"0","Units",,,43.0665850078522,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2007","2007",,,"0","Units",,,42.2457483405204,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2008","2008",,,"0","Units",,,43.3094663456933,,
"NLD","Netherlands","TRS13S","Total general government (GG) revenue, percentage of GDP","2009","2009",,,"0","Units",,,42.4971432778206,,
